Nama,Masuk,Keluar,Duration,Coba
DeleteByIDJSON,11:02:13,11:02:13,8.711,25
DeleteByIDJSON,11:02:15,11:02:15,9.261,26
DeleteByIDJSON,11:02:16,11:02:16,7.530,27
DeleteByIDJSON,11:02:19,11:02:19,8.186,28
DeleteByIDJSON,11:02:21,11:02:21,7.959,29
DeleteByIDJSON,11:02:24,11:02:24,6.897,30
DeleteByIDPostgreSQL,14:02:51,14:02:51,1.017,1
DeleteByIDPostgreSQL,14:02:53,14:02:53,0.843,2
DeleteByIDPostgreSQL,14:02:54,14:02:54,0.740,3
DeleteByIDPostgreSQL,14:02:56,14:02:56,1.047,4
DeleteByIDPostgreSQL,14:02:59,14:02:59,0.725,5
DeleteByIDPostgreSQL,14:03:01,14:03:01,0.855,6
DeleteByIDPostgreSQL,14:03:02,14:03:02,0.562,7
DeleteByIDPostgreSQL,14:03:05,14:03:05,0.702,8
DeleteByIDPostgreSQL,14:03:06,14:03:06,0.676,9
DeleteByIDPostgreSQL,14:03:10,14:03:10,0.849,10
DeleteByIDPostgreSQL,14:03:15,14:03:15,1.238,11
DeleteByIDPostgreSQL,14:03:18,14:03:18,1.231,12
DeleteByIDPostgreSQL,14:03:21,14:03:21,1.055,13
DeleteByIDPostgreSQL,14:03:23,14:03:23,0.727,14
DeleteByIDPostgreSQL,14:03:26,14:03:26,1.114,15
DeleteByIDPostgreSQL,14:03:29,14:03:29,0.976,16
DeleteByIDPostgreSQL,14:03:32,14:03:32,1.111,17
DeleteByIDPostgreSQL,14:03:34,14:03:34,1.037,18
DeleteByIDPostgreSQL,14:03:37,14:03:37,1.231,19
DeleteByIDPostgreSQL,14:03:39,14:03:39,1.003,20
DeleteByIDPostgreSQL,14:03:42,14:03:42,0.505,21
DeleteByIDPostgreSQL,14:03:45,14:03:45,0.673,22
DeleteByIDPostgreSQL,14:03:47,14:03:47,0.565,23
DeleteByIDPostgreSQL,14:03:50,14:03:50,0.585,24
DeleteByIDPostgreSQL,14:03:53,14:03:53,1.086,25
DeleteByIDPostgreSQL,14:03:55,14:03:55,1.164,26
DeleteByIDPostgreSQL,14:03:58,14:03:58,0.725,27
DeleteByIDPostgreSQL,14:04:01,14:04:01,1.037,28
DeleteByIDPostgreSQL,14:04:06,14:04:06,1.096,29
DeleteByIDPostgreSQL,14:04:59,14:04:59,1.256,30
GetAllJSON,10:53:40,10:53:40,8.724,1
GetAllJSON,10:54:35,10:54:35,7.270,2
GetAllJSON,10:57:34,10:57:34,7.073,3
GetAllJSON,10:57:35,10:57:35,9.382,4
GetAllJSON,10:57:37,10:57:37,6.288,5
GetAllJSON,10:57:38,10:57:38,5.631,6
GetAllJSON,10:57:40,10:57:40,6.211,7
GetAllJSON,10:57:41,10:57:41,7.770,8
GetAllJSON,10:57:42,10:57:42,6.857,9
GetAllJSON,10:57:43,10:57:43,7.486,10
GetAllJSON,10:57:45,10:57:45,6.384,11
GetAllJSON,10:57:46,10:57:46,6.875,12
GetAllJSON,10:57:47,10:57:47,6.917,13
GetAllJSON,10:57:48,10:57:48,5.953,14
GetAllJSON,10:57:50,10:57:50,12.617,15
GetAllJSON,10:57:51,10:57:51,10.612,16
GetAllJSON,10:57:52,10:57:52,11.296,17
GetAllJSON,10:57:53,10:57:53,11.204,18
GetAllJSON,10:57:54,10:57:54,7.347,19
GetAllJSON,10:57:55,10:57:55,7.536,20
GetAllJSON,10:57:57,10:57:57,5.954,21
GetAllJSON,10:57:58,10:57:58,7.380,22
GetAllJSON,10:57:59,10:57:59,6.340,23
GetAllJSON,10:58:00,10:58:00,8.839,24
GetAllJSON,10:58:01,10:58:01,6.910,25
GetAllJSON,10:58:03,10:58:03,5.879,26
GetAllJSON,10:58:04,10:58:04,6.247,27
GetAllJSON,10:58:05,10:58:05,5.961,28
GetAllJSON,10:58:06,10:58:06,6.217,29
GetAllJSON,10:58:07,10:58:07,7.245,30
GetAllPostgreSQL,11:02:31,11:02:31,6.615,1
GetAllPostgreSQL,11:03:46,11:03:46,6.359,2
GetAllPostgreSQL,11:03:48,11:03:48,6.597,3
GetAllPostgreSQL,11:04:13,11:04:13,4.569,4
GetAllPostgreSQL,11:04:26,11:04:26,6.055,5
GetAllPostgreSQL,11:05:44,11:05:44,7.026,6
GetAllPostgreSQL,11:05:46,11:05:46,6.913,7
GetAllPostgreSQL,11:05:47,11:05:47,5.473,8
GetAllPostgreSQL,11:05:48,11:05:48,5.615,9
GetAllPostgreSQL,11:05:49,11:05:49,5.488,10
GetAllPostgreSQL,11:05:51,11:05:51,6.855,11
GetAllPostgreSQL,11:05:52,11:05:52,5.057,12
GetAllPostgreSQL,11:05:53,11:05:53,7.093,13
GetAllPostgreSQL,11:05:54,11:05:54,8.743,14
GetAllPostgreSQL,11:05:55,11:05:55,6.889,15
GetAllPostgreSQL,11:05:57,11:05:57,6.767,16
GetAllPostgreSQL,11:05:58,11:05:58,6.196,17
GetAllPostgreSQL,11:05:59,11:05:59,6.561,18
GetAllPostgreSQL,11:06:00,11:06:00,7.865,19
GetAllPostgreSQL,11:06:01,11:06:01,5.398,20
GetAllPostgreSQL,11:06:02,11:06:02,5.815,21
GetAllPostgreSQL,11:06:04,11:06:04,7.346,22
GetAllPostgreSQL,11:06:05,11:06:05,5.676,23
GetAllPostgreSQL,11:06:06,11:06:06,5.934,24
GetAllPostgreSQL,11:06:08,11:06:08,7.614,25
GetAllPostgreSQL,11:06:09,11:06:09,5.874,26
GetAllPostgreSQL,11:06:11,11:06:11,5.720,27
GetAllPostgreSQL,11:06:12,11:06:12,5.597,28
GetAllPostgreSQL,11:06:13,11:06:13,5.587,29
GetAllPostgreSQL,11:06:14,11:06:14,5.986,30
GetByEmailJSON,10:54:37,10:54:37,7.205,1
GetByEmailJSON,10:54:39,10:54:39,6.591,2
GetByEmailJSON,10:54:40,10:54:40,5.503,3
GetByEmailJSON,10:54:45,10:54:45,6.623,4
GetByEmailJSON,10:54:46,10:54:46,6.130,5
GetByEmailJSON,10:54:47,10:54:47,6.860,6
GetByEmailJSON,10:54:48,10:54:48,6.035,7
GetByEmailJSON,10:54:49,10:54:49,8.259,8
GetByEmailJSON,10:54:50,10:54:50,5.767,9
GetByEmailJSON,10:54:51,10:54:51,5.631,10
GetByEmailJSON,10:54:52,10:54:52,6.818,11
GetByEmailJSON,10:54:53,10:54:53,6.246,12
GetByEmailJSON,10:54:54,10:54:54,7.186,13
GetByEmailJSON,10:54:55,10:54:55,6.744,14
GetByEmailJSON,10:54:56,10:54:56,6.091,15
GetByEmailJSON,10:54:57,10:54:57,8.296,16
GetByEmailJSON,10:54:58,10:54:58,5.698,17
GetByEmailJSON,10:54:59,10:54:59,7.176,18
GetByEmailJSON,10:55:00,10:55:00,6.261,19
GetByEmailJSON,10:55:01,10:55:01,6.566,20
GetByEmailJSON,10:55:02,10:55:02,5.734,21
GetByEmailJSON,10:55:03,10:55:03,5.943,22
GetByEmailJSON,10:55:04,10:55:04,6.350,23
GetByEmailJSON,10:55:05,10:55:05,6.609,24
GetByEmailJSON,10:55:06,10:55:06,5.746,25
GetByEmailJSON,10:55:07,10:55:07,6.270,26
GetByEmailJSON,10:55:08,10:55:08,6.217,27
GetByEmailJSON,10:55:09,10:55:09,6.017,28
GetByEmailJSON,10:55:10,10:55:10,6.151,29
GetByEmailJSON,10:55:11,10:55:11,6.391,30
GetByEmailPostgreSQL,11:02:49,11:02:49,4.454,1
GetByEmailPostgreSQL,11:02:51,11:02:51,5.742,2
GetByEmailPostgreSQL,11:02:52,11:02:52,9.047,3
GetByEmailPostgreSQL,11:02:54,11:02:54,5.391,4
GetByEmailPostgreSQL,11:02:55,11:02:55,5.003,5
GetByEmailPostgreSQL,11:02:56,11:02:56,4.554,6
GetByEmailPostgreSQL,11:02:57,11:02:57,4.566,7
GetByEmailPostgreSQL,11:02:58,11:02:58,4.933,8
GetByEmailPostgreSQL,11:03:00,11:03:00,4.197,9
GetByEmailPostgreSQL,11:03:01,11:03:01,6.112,10
GetByEmailPostgreSQL,11:04:24,11:04:24,4.961,11
GetByEmailPostgreSQL,11:04:25,11:04:25,4.621,12
GetByEmailPostgreSQL,11:04:29,11:04:29,4.057,13
GetByEmailPostgreSQL,11:04:31,11:04:31,4.902,14
GetByEmailPostgreSQL,11:04:32,11:04:32,4.017,15
GetByEmailPostgreSQL,11:04:33,11:04:33,4.781,16
GetByEmailPostgreSQL,11:04:35,11:04:35,4.293,17
GetByEmailPostgreSQL,11:04:36,11:04:36,4.806,18
GetByEmailPostgreSQL,11:04:38,11:04:38,4.471,19
GetByEmailPostgreSQL,11:04:39,11:04:39,4.837,20
GetByEmailPostgreSQL,11:04:40,11:04:40,4.762,21
GetByEmailPostgreSQL,11:04:42,11:04:42,4.695,22
GetByEmailPostgreSQL,11:04:43,11:04:43,4.263,23
GetByEmailPostgreSQL,11:04:44,11:04:44,4.656,24
GetByEmailPostgreSQL,11:04:46,11:04:46,4.526,25
GetByEmailPostgreSQL,11:04:47,11:04:47,5.507,26
GetByEmailPostgreSQL,11:04:48,11:04:48,4.341,27
GetByEmailPostgreSQL,11:04:50,11:04:50,4.743,28
GetByEmailPostgreSQL,11:04:51,11:04:51,4.131,29
GetByEmailPostgreSQL,11:04:52,11:04:52,4.699,30
GetByGenderJSON,10:55:14,10:55:14,6.095,1
GetByGenderJSON,10:55:15,10:55:15,5.766,2
GetByGenderJSON,10:55:16,10:55:16,6.893,3
GetByGenderJSON,10:55:17,10:55:17,6.093,4
GetByGenderJSON,10:55:18,10:55:18,6.547,5
GetByGenderJSON,10:55:19,10:55:19,6.020,6
GetByGenderJSON,10:55:20,10:55:20,6.220,7
GetByGenderJSON,10:55:21,10:55:21,6.682,8
GetByGenderJSON,10:55:21,10:55:21,7.071,9
GetByGenderJSON,10:55:22,10:55:22,6.082,10
GetByGenderJSON,10:55:23,10:55:23,6.510,11
GetByGenderJSON,10:55:24,10:55:24,6.531,12
GetByGenderJSON,10:55:25,10:55:25,7.145,13
GetByGenderJSON,10:55:26,10:55:26,6.820,14
GetByGenderJSON,10:55:27,10:55:27,6.609,15
GetByGenderJSON,10:55:31,10:55:31,5.868,16
GetByGenderJSON,10:55:32,10:55:32,6.226,17
GetByGenderJSON,10:55:33,10:55:33,6.016,18
GetByGenderJSON,10:55:34,10:55:34,7.878,19
GetByGenderJSON,10:55:35,10:55:35,5.648,20
GetByGenderJSON,10:55:36,10:55:36,6.638,21
GetByGenderJSON,10:55:37,10:55:37,6.446,22
GetByGenderJSON,10:55:37,10:55:37,6.567,23
GetByGenderJSON,10:55:38,10:55:38,6.498,24
GetByGenderJSON,10:55:39,10:55:39,6.625,25
GetByGenderJSON,10:55:40,10:55:40,5.965,26
GetByGenderJSON,10:55:41,10:55:41,6.920,27
GetByGenderJSON,10:55:42,10:55:42,7.203,28
GetByGenderJSON,10:55:43,10:55:43,6.137,29
GetByGenderJSON,10:55:43,10:55:43,5.998,30
GetByGenderPostgreSQL,11:03:03,11:03:03,2.317,1
GetByGenderPostgreSQL,11:03:04,11:03:04,1.962,2
GetByGenderPostgreSQL,11:03:05,11:03:05,2.901,3
GetByGenderPostgreSQL,11:03:06,11:03:06,2.906,4
GetByGenderPostgreSQL,11:03:08,11:03:08,2.150,5
GetByGenderPostgreSQL,11:03:09,11:03:09,3.377,6
GetByGenderPostgreSQL,11:03:10,11:03:10,1.725,7
GetByGenderPostgreSQL,11:03:12,11:03:12,2.243,8
GetByGenderPostgreSQL,11:03:13,11:03:13,3.237,9
GetByGenderPostgreSQL,11:03:14,11:03:14,2.301,10
GetByGenderPostgreSQL,11:03:15,11:03:15,3.131,11
GetByGenderPostgreSQL,11:03:16,11:03:16,2.524,12
GetByGenderPostgreSQL,11:03:17,11:03:18,3.846,13
GetByGenderPostgreSQL,11:03:19,11:03:19,3.311,14
GetByGenderPostgreSQL,11:03:20,11:03:20,1.998,15
GetByGenderPostgreSQL,11:03:21,11:03:21,2.476,16
GetByGenderPostgreSQL,11:04:55,11:04:55,2.461,17
GetByGenderPostgreSQL,11:04:56,11:04:56,2.318,18
GetByGenderPostgreSQL,11:04:57,11:04:57,2.002,19
GetByGenderPostgreSQL,11:04:58,11:04:58,2.223,20
GetByGenderPostgreSQL,11:04:58,11:04:58,2.848,21
GetByGenderPostgreSQL,11:04:59,11:04:59,1.704,22
GetByGenderPostgreSQL,11:05:00,11:05:00,1.934,23
GetByGenderPostgreSQL,11:05:01,11:05:01,1.952,24
GetByGenderPostgreSQL,11:05:02,11:05:02,2.417,25
GetByGenderPostgreSQL,11:05:03,11:05:03,2.162,26
GetByGenderPostgreSQL,11:05:04,11:05:04,3.494,27
GetByGenderPostgreSQL,11:05:05,11:05:05,2.143,28
GetByGenderPostgreSQL,11:05:06,11:05:06,2.290,29
GetByGenderPostgreSQL,11:05:06,11:05:06,1.738,30
GetByIDJSON,10:59:11,10:59:11,5.879,1
GetByIDJSON,10:59:14,10:59:14,6.715,2
GetByIDJSON,10:59:18,10:59:18,5.910,3
GetByIDJSON,10:59:20,10:59:20,5.540,4
GetByIDJSON,10:59:23,10:59:23,6.343,5
GetByIDJSON,10:59:26,10:59:26,6.426,6
GetByIDJSON,10:59:30,10:59:30,6.060,7
GetByIDJSON,10:59:34,10:59:34,6.716,8
GetByIDJSON,10:59:37,10:59:37,6.479,9
GetByIDJSON,10:59:41,10:59:41,6.067,10
GetByIDJSON,10:59:44,10:59:44,6.554,11
GetByIDJSON,10:59:47,10:59:47,6.117,12
GetByIDJSON,10:59:50,10:59:50,5.484,13
GetByIDJSON,10:59:53,10:59:53,6.225,14
GetByIDJSON,10:59:57,10:59:57,6.142,15
GetByIDJSON,11:00:00,11:00:00,5.824,16
GetByIDJSON,11:00:18,11:00:18,5.353,17
GetByIDJSON,11:00:22,11:00:22,6.877,18
GetByIDJSON,11:00:26,11:00:26,6.083,19
GetByIDJSON,11:00:29,11:00:29,7.494,20
GetByIDJSON,11:00:32,11:00:32,7.617,21
GetByIDJSON,11:00:36,11:00:36,5.055,22
GetByIDJSON,11:00:38,11:00:38,5.697,23
GetByIDJSON,11:00:41,11:00:41,5.678,24
GetByIDJSON,11:00:45,11:00:45,6.641,25
GetByIDJSON,11:00:49,11:00:49,5.569,26
GetByIDJSON,11:00:52,11:00:52,6.075,27
GetByIDJSON,11:00:56,11:00:56,6.201,28
GetByIDJSON,11:00:59,11:00:59,7.063,29
GetByIDJSON,11:01:02,11:01:03,6.759,30
GetByIDPostgreSQL,13:57:53,13:57:53,0.507,1
GetByIDPostgreSQL,13:57:58,13:57:58,0.531,2
GetByIDPostgreSQL,13:58:03,13:58:03,0.505,3
GetByIDPostgreSQL,13:58:08,13:58:08,0.506,4
GetByIDPostgreSQL,13:58:12,13:58:12,0.505,5
GetByIDPostgreSQL,13:58:16,13:58:16,0.505,6
GetByIDPostgreSQL,13:59:52,13:59:52,0.533,7
GetByIDPostgreSQL,13:59:58,13:59:58,0.508,8
GetByIDPostgreSQL,14:00:02,14:00:02,0.504,9
GetByIDPostgreSQL,14:00:06,14:00:06,0.507,10
GetByIDPostgreSQL,14:00:14,14:00:14,0.515,11
GetByIDPostgreSQL,14:00:18,14:00:18,0.177,12
GetByIDPostgreSQL,14:00:22,14:00:22,0.554,13
GetByIDPostgreSQL,14:00:31,14:00:31,0.513,14
GetByIDPostgreSQL,14:00:36,14:00:36,0.528,15
GetByIDPostgreSQL,14:00:44,14:00:44,0.651,16
GetByIDPostgreSQL,14:00:48,14:00:48,0.507,17
GetByIDPostgreSQL,14:00:53,14:00:53,0.616,18
GetByIDPostgreSQL,14:00:58,14:00:58,0.507,19
GetByIDPostgreSQL,14:01:01,14:01:01,0.518,20
GetByIDPostgreSQL,14:01:05,14:01:05,0.513,21
GetByIDPostgreSQL,14:01:10,14:01:10,0.600,22
GetByIDPostgreSQL,14:01:14,14:01:14,0.523,23
GetByIDPostgreSQL,14:01:18,14:01:18,0.597,24
GetByIDPostgreSQL,14:02:23,14:02:23,0.509,25
GetByIDPostgreSQL,14:02:28,14:02:28,0.509,26
GetByIDPostgreSQL,14:02:32,14:02:32,0.000,27
GetByIDPostgreSQL,14:02:36,14:02:36,0.840,28
GetByIDPostgreSQL,14:02:39,14:02:39,0.506,29
GetByIDPostgreSQL,14:02:46,14:02:46,0.588,30
GetByNameJSON,10:53:44,10:53:44,7.407,1
GetByNameJSON,10:53:45,10:53:45,6.936,2
GetByNameJSON,10:53:47,10:53:47,5.915,3
GetByNameJSON,10:53:48,10:53:48,5.956,4
GetByNameJSON,10:53:50,10:53:50,5.609,5
GetByNameJSON,10:53:51,10:53:51,8.759,6
GetByNameJSON,10:53:52,10:53:52,6.235,7
GetByNameJSON,10:53:54,10:53:54,5.743,8
GetByNameJSON,10:53:55,10:53:55,8.490,9
GetByNameJSON,10:53:57,10:53:57,6.764,10
GetByNameJSON,10:53:58,10:53:58,5.155,11
GetByNameJSON,10:53:59,10:53:59,6.406,12
GetByNameJSON,10:54:01,10:54:01,5.702,13
GetByNameJSON,10:54:02,10:54:02,6.595,14
GetByNameJSON,10:54:04,10:54:04,7.062,15
GetByNameJSON,10:54:05,10:54:05,6.076,16
GetByNameJSON,10:54:06,10:54:06,5.462,17
GetByNameJSON,10:54:07,10:54:07,5.812,18
GetByNameJSON,10:54:09,10:54:09,5.501,19
GetByNameJSON,10:54:10,10:54:10,5.742,20
GetByNameJSON,10:54:11,10:54:11,7.219,21
GetByNameJSON,10:54:12,10:54:12,5.861,22
GetByNameJSON,10:54:14,10:54:14,5.573,23
GetByNameJSON,10:54:15,10:54:15,6.085,24
GetByNameJSON,10:54:16,10:54:16,6.155,25
GetByNameJSON,10:54:17,10:54:17,5.289,26
GetByNameJSON,10:54:19,10:54:19,7.164,27
GetByNameJSON,10:54:20,10:54:20,6.330,28
GetByNameJSON,10:54:21,10:54:21,6.740,29
GetByNameJSON,10:54:23,10:54:23,6.365,30
GetByNamePostgreSQL,11:02:34,11:02:34,5.382,1
GetByNamePostgreSQL,11:02:35,11:02:35,3.559,2
GetByNamePostgreSQL,11:02:36,11:02:36,3.743,3
GetByNamePostgreSQL,11:02:38,11:02:38,3.728,4
GetByNamePostgreSQL,11:02:39,11:02:39,2.877,5
GetByNamePostgreSQL,11:02:40,11:02:40,3.128,6
GetByNamePostgreSQL,11:02:41,11:02:41,3.497,7
GetByNamePostgreSQL,11:02:43,11:02:43,3.046,8
GetByNamePostgreSQL,11:02:44,11:02:44,3.949,9
GetByNamePostgreSQL,11:02:45,11:02:45,2.922,10
GetByNamePostgreSQL,11:02:47,11:02:47,3.420,11
GetByNamePostgreSQL,11:02:48,11:02:48,3.418,12
GetByNamePostgreSQL,11:03:50,11:03:50,3.362,13
GetByNamePostgreSQL,11:03:51,11:03:51,3.539,14
GetByNamePostgreSQL,11:03:53,11:03:53,3.987,15
GetByNamePostgreSQL,11:03:54,11:03:54,2.869,16
GetByNamePostgreSQL,11:03:56,11:03:56,3.614,17
GetByNamePostgreSQL,11:03:57,11:03:57,3.377,18
GetByNamePostgreSQL,11:03:58,11:03:58,3.455,19
GetByNamePostgreSQL,11:03:59,11:03:59,3.549,20
GetByNamePostgreSQL,11:04:00,11:04:00,3.396,21
GetByNamePostgreSQL,11:04:01,11:04:01,3.894,22
GetByNamePostgreSQL,11:04:02,11:04:02,3.106,23
GetByNamePostgreSQL,11:04:15,11:04:15,3.354,24
GetByNamePostgreSQL,11:04:16,11:04:16,2.894,25
GetByNamePostgreSQL,11:04:17,11:04:17,3.488,26
GetByNamePostgreSQL,11:04:18,11:04:18,2.774,27
GetByNamePostgreSQL,11:04:20,11:04:20,3.285,28
GetByNamePostgreSQL,11:04:21,11:04:21,3.727,29
GetByNamePostgreSQL,11:04:22,11:04:22,3.503,30
InsertJSON,10:53:31,10:53:31,20.389,1
InsertJSON,14:04:55,14:04:55,2.095,2
InsertJSON,14:05:07,14:05:07,2.165,3
InsertJSON,14:05:17,14:05:17,2.090,4
InsertJSON,14:05:25,14:05:25,1.879,5
InsertJSON,14:05:33,14:05:33,1.704,6
InsertJSON,14:05:40,14:05:40,4.340,7
InsertJSON,14:06:04,14:06:04,2.213,8
InsertJSON,14:06:13,14:06:13,1.923,9
InsertJSON,14:06:20,14:06:20,2.513,10
InsertJSON,14:06:27,14:06:27,1.777,11
InsertJSON,14:06:33,14:06:33,2.262,12
InsertJSON,14:06:40,14:06:40,5.427,13
InsertJSON,14:06:47,14:06:47,1.536,14
InsertJSON,14:06:53,14:06:53,1.859,15
InsertJSON,14:07:07,14:07:07,2.219,16
InsertJSON,14:07:13,14:07:13,2.470,17
InsertJSON,14:07:19,14:07:19,1.711,18
InsertJSON,14:08:11,14:08:11,1.842,19
InsertJSON,14:08:18,14:08:18,2.493,20
InsertJSON,14:08:25,14:08:25,3.165,21
InsertJSON,14:08:32,14:08:32,1.613,22
InsertJSON,14:08:45,14:08:45,1.426,23
InsertJSON,14:08:54,14:08:54,2.254,24
InsertJSON,14:09:01,14:09:01,2.357,25
InsertJSON,14:09:10,14:09:10,2.459,26
InsertJSON,14:09:16,14:09:16,1.633,27
InsertJSON,14:09:23,14:09:23,1.108,28
InsertJSON,14:09:36,14:09:36,2.131,29
InsertJSON,14:09:43,14:09:43,1.584,30
InsertPostgreSQL,10:53:31,10:53:31,36.734,1
InsertPostgreSQL,14:04:55,14:04:55,58.812,2
InsertPostgreSQL,14:05:07,14:05:07,34.833,3
InsertPostgreSQL,14:05:17,14:05:17,29.053,4
InsertPostgreSQL,14:05:25,14:05:25,25.950,5
InsertPostgreSQL,14:05:33,14:05:33,40.790,6
InsertPostgreSQL,14:05:40,14:05:40,41.411,7
InsertPostgreSQL,14:06:04,14:06:04,22.111,8
InsertPostgreSQL,14:06:13,14:06:13,29.173,9
InsertPostgreSQL,14:06:20,14:06:20,39.301,10
InsertPostgreSQL,14:06:27,14:06:27,22.153,11
InsertPostgreSQL,14:06:33,14:06:33,24.299,12
InsertPostgreSQL,14:06:40,14:06:40,60.016,13
InsertPostgreSQL,14:06:47,14:06:47,22.643,14
InsertPostgreSQL,14:06:53,14:06:53,24.581,15
InsertPostgreSQL,14:07:07,14:07:07,25.104,16
InsertPostgreSQL,14:07:13,14:07:13,21.382,17
InsertPostgreSQL,14:07:19,14:07:19,22.649,18
InsertPostgreSQL,14:08:11,14:08:11,26.051,19
InsertPostgreSQL,14:08:18,14:08:18,22.977,20
InsertPostgreSQL,14:08:25,14:08:25,23.369,21
InsertPostgreSQL,14:08:32,14:08:32,22.951,22
InsertPostgreSQL,14:08:45,14:08:45,27.698,23
InsertPostgreSQL,14:08:54,14:08:54,20.724,24
InsertPostgreSQL,14:09:01,14:09:01,21.985,25
InsertPostgreSQL,14:09:10,14:09:10,20.371,26
InsertPostgreSQL,14:09:16,14:09:16,21.884,27
