Nama,Masuk,Keluar,Duration,Coba
InsertPostgreSQL,16:21:04,16:21:04,31.723,25
InsertPostgreSQL,16:21:11,16:21:11,51.315,26
InsertPostgreSQL,16:21:35,16:21:35,31.223,27
InsertPostgreSQL,16:21:44,16:21:44,36.772,28
InsertPostgreSQL,16:21:52,16:21:52,39.907,29
InsertPostgreSQL,16:22:00,16:22:00,33.922,30
UpdateByIDJSON,14:58:39,14:58:39,19.528,1
UpdateByIDJSON,14:58:44,14:58:44,21.439,2
UpdateByIDJSON,14:58:49,14:58:49,19.832,3
UpdateByIDJSON,14:58:53,14:58:53,19.464,4
UpdateByIDJSON,14:58:59,14:58:59,21.621,5
UpdateByIDJSON,14:59:03,14:59:03,20.940,6
UpdateByIDJSON,14:59:07,14:59:07,19.514,7
UpdateByIDJSON,14:59:10,14:59:10,19.614,8
UpdateByIDJSON,14:59:15,14:59:15,20.190,9
UpdateByIDJSON,14:59:19,14:59:19,20.342,10
UpdateByIDJSON,14:59:23,14:59:23,25.131,11
UpdateByIDJSON,14:59:27,14:59:27,21.571,12
UpdateByIDJSON,14:59:34,14:59:34,24.082,13
UpdateByIDJSON,14:59:45,14:59:45,20.721,14
UpdateByIDJSON,14:59:49,14:59:49,20.376,15
UpdateByIDJSON,15:00:01,15:00:01,19.649,16
UpdateByIDJSON,15:00:05,15:00:05,21.674,17
UpdateByIDJSON,15:00:09,15:00:09,21.493,18
UpdateByIDJSON,15:00:14,15:00:14,21.161,19
UpdateByIDJSON,15:00:17,15:00:17,20.646,20
UpdateByIDJSON,15:00:25,15:00:25,20.334,21
UpdateByIDJSON,15:00:29,15:00:29,22.025,22
UpdateByIDJSON,15:00:32,15:00:32,21.459,23
UpdateByIDJSON,15:00:36,15:00:36,20.848,24
UpdateByIDJSON,15:00:41,15:00:41,20.658,25
UpdateByIDJSON,15:00:44,15:00:44,19.741,26
UpdateByIDJSON,15:00:48,15:00:48,21.429,27
UpdateByIDJSON,15:00:53,15:00:53,19.211,28
UpdateByIDJSON,15:01:01,15:01:01,21.189,29
UpdateByIDJSON,15:01:05,15:01:05,19.964,30
UpdateByIDPostgreSQL,15:05:11,15:05:11,3.602,1
UpdateByIDPostgreSQL,15:05:14,15:05:14,1.218,2
UpdateByIDPostgreSQL,15:05:18,15:05:18,1.102,3
UpdateByIDPostgreSQL,15:05:23,15:05:23,1.077,4
UpdateByIDPostgreSQL,15:05:26,15:05:26,1.205,5
UpdateByIDPostgreSQL,15:05:29,15:05:29,1.245,6
UpdateByIDPostgreSQL,15:05:32,15:05:32,1.225,7
UpdateByIDPostgreSQL,15:05:35,15:05:35,1.243,8
UpdateByIDPostgreSQL,15:05:39,15:05:39,1.084,9
UpdateByIDPostgreSQL,15:05:42,15:05:42,0.562,10
UpdateByIDPostgreSQL,15:05:45,15:05:45,1.763,11
UpdateByIDPostgreSQL,15:05:47,15:05:47,1.456,12
UpdateByIDPostgreSQL,15:06:00,15:06:00,0.791,13
UpdateByIDPostgreSQL,15:06:04,15:06:04,1.003,14
UpdateByIDPostgreSQL,15:06:07,15:06:07,1.101,15
UpdateByIDPostgreSQL,15:06:11,15:06:11,1.208,16
UpdateByIDPostgreSQL,15:06:14,15:06:14,1.220,17
UpdateByIDPostgreSQL,15:06:17,15:06:17,1.072,18
UpdateByIDPostgreSQL,15:06:21,15:06:21,1.185,19
UpdateByIDPostgreSQL,15:06:24,15:06:24,1.301,20
UpdateByIDPostgreSQL,15:06:32,15:06:32,0.828,21
UpdateByIDPostgreSQL,15:06:35,15:06:35,0.748,22
UpdateByIDPostgreSQL,15:06:37,15:06:37,1.114,23
UpdateByIDPostgreSQL,15:06:39,15:06:39,1.091,24
UpdateByIDPostgreSQL,15:06:42,15:06:42,1.211,25
UpdateByIDPostgreSQL,15:06:45,15:06:45,1.251,26
UpdateByIDPostgreSQL,15:06:49,15:06:49,0.770,27
UpdateByIDPostgreSQL,15:06:52,15:06:52,0.747,28
UpdateByIDPostgreSQL,15:06:56,15:06:56,0.834,29
UpdateByIDPostgreSQL,15:06:59,15:06:59,1.222,30
