Nama,Masuk,Keluar,Duration,Coba
DeleteAllPostgreSQL,09:41:48,09:41:48,1.037,28
DeleteAllPostgreSQL,09:42:49,09:42:49,0.505,29
DeleteAllPostgreSQL,09:42:56,09:42:56,0.535,30
DeleteByIDJSON,13:54:28,13:54:28,5.570,1
DeleteByIDJSON,13:54:30,13:54:30,4.015,2
DeleteByIDJSON,13:54:31,13:54:31,4.612,3
DeleteByIDJSON,13:54:33,13:54:33,5.442,4
DeleteByIDJSON,13:54:35,13:54:35,11.914,5
DeleteByIDJSON,13:54:37,13:54:37,4.741,6
DeleteByIDJSON,13:54:39,13:54:39,4.018,7
DeleteByIDJSON,13:54:41,13:54:41,5.951,8
DeleteByIDJSON,13:54:43,13:54:43,5.265,9
DeleteByIDJSON,13:54:46,13:54:46,4.689,10
DeleteByIDJSON,13:54:47,13:54:47,4.215,11
DeleteByIDJSON,13:54:49,13:54:49,4.704,12
DeleteByIDJSON,13:54:51,13:54:51,4.182,13
DeleteByIDJSON,13:54:52,13:54:52,3.854,14
DeleteByIDJSON,13:54:54,13:54:54,4.603,15
DeleteByIDJSON,13:54:57,13:54:57,3.704,16
DeleteByIDJSON,13:54:59,13:54:59,3.299,17
DeleteByIDJSON,13:55:01,13:55:01,3.950,18
DeleteByIDJSON,13:55:03,13:55:03,5.518,19
DeleteByIDJSON,13:55:06,13:55:06,5.506,20
DeleteByIDJSON,13:55:08,13:55:08,3.826,21
DeleteByIDJSON,13:55:10,13:55:10,4.475,22
DeleteByIDJSON,13:55:12,13:55:12,3.842,23
DeleteByIDJSON,13:55:14,13:55:14,4.846,24
DeleteByIDJSON,13:55:16,13:55:16,3.997,25
DeleteByIDJSON,13:55:18,13:55:18,5.642,26
DeleteByIDJSON,13:55:20,13:55:20,5.377,27
DeleteByIDJSON,13:55:24,13:55:24,5.294,28
DeleteByIDJSON,13:55:26,13:55:26,4.641,29
DeleteByIDJSON,13:55:29,13:55:29,5.223,30
DeleteByIDPostgreSQL,09:26:17,09:26:17,1.266,1
DeleteByIDPostgreSQL,09:26:20,09:26:20,1.073,2
DeleteByIDPostgreSQL,09:26:22,09:26:22,0.685,3
DeleteByIDPostgreSQL,09:26:23,09:26:23,0.642,4
DeleteByIDPostgreSQL,09:26:25,09:26:25,1.082,5
DeleteByIDPostgreSQL,09:26:28,09:26:28,0.839,6
DeleteByIDPostgreSQL,09:26:30,09:26:30,1.028,7
DeleteByIDPostgreSQL,09:26:32,09:26:32,0.590,8
DeleteByIDPostgreSQL,09:26:34,09:26:34,0.705,9
DeleteByIDPostgreSQL,09:26:36,09:26:36,0.568,10
DeleteByIDPostgreSQL,09:26:38,09:26:38,0.545,11
DeleteByIDPostgreSQL,09:26:39,09:26:39,0.675,12
DeleteByIDPostgreSQL,09:26:41,09:26:41,0.738,13
DeleteByIDPostgreSQL,09:26:43,09:26:43,1.074,14
DeleteByIDPostgreSQL,09:26:45,09:26:45,1.000,15
DeleteByIDPostgreSQL,09:26:46,09:26:46,0.724,16
DeleteByIDPostgreSQL,09:26:50,09:26:50,0.635,17
DeleteByIDPostgreSQL,09:26:52,09:26:52,0.610,18
DeleteByIDPostgreSQL,09:26:54,09:26:54,0.713,19
DeleteByIDPostgreSQL,09:26:56,09:26:56,0.564,20
DeleteByIDPostgreSQL,09:26:58,09:26:58,0.567,21
DeleteByIDPostgreSQL,09:27:00,09:27:00,1.058,22
DeleteByIDPostgreSQL,09:27:01,09:27:01,0.736,23
DeleteByIDPostgreSQL,09:27:03,09:27:03,0.956,24
DeleteByIDPostgreSQL,09:27:05,09:27:05,0.589,25
DeleteByIDPostgreSQL,09:27:07,09:27:07,0.561,26
DeleteByIDPostgreSQL,09:27:09,09:27:09,0.684,27
DeleteByIDPostgreSQL,09:27:11,09:27:11,1.068,28
DeleteByIDPostgreSQL,09:27:13,09:27:13,0.676,29
DeleteByIDPostgreSQL,09:27:17,09:27:17,0.730,30
GetAllJSON,12:59:03,12:59:03,2.965,1
GetAllJSON,13:02:07,13:02:07,5.975,2
GetAllJSON,13:53:48,13:53:48,2.859,3
GetAllJSON,13:53:50,13:53:50,2.758,4
GetAllJSON,13:53:51,13:53:51,5.015,5
GetAllJSON,13:53:52,13:53:52,2.117,6
GetAllJSON,13:53:53,13:53:53,3.446,7
GetAllJSON,13:53:54,13:53:54,2.811,8
GetAllJSON,13:53:56,13:53:56,3.284,9
GetAllJSON,13:53:57,13:53:57,2.839,10
GetAllJSON,13:53:58,13:53:58,3.280,11
GetAllJSON,13:53:59,13:53:59,2.687,12
GetAllJSON,13:54:01,13:54:01,3.394,13
GetAllJSON,13:54:02,13:54:02,3.494,14
GetAllJSON,13:54:03,13:54:03,3.487,15
GetAllJSON,13:54:08,13:54:08,3.490,16
GetAllJSON,13:54:09,13:54:09,5.065,17
GetAllJSON,13:54:11,13:54:11,3.510,18
GetAllJSON,13:54:12,13:54:12,4.368,19
GetAllJSON,13:54:13,13:54:13,3.517,20
GetAllJSON,13:54:14,13:54:14,2.842,21
GetAllJSON,13:54:15,13:54:15,3.466,22
GetAllJSON,13:54:16,13:54:16,4.551,23
GetAllJSON,13:54:17,13:54:17,4.720,24
GetAllJSON,13:54:18,13:54:18,3.483,25
GetAllJSON,13:54:19,13:54:19,3.326,26
GetAllJSON,13:54:20,13:54:20,2.667,27
GetAllJSON,13:54:22,13:54:22,4.955,28
GetAllJSON,13:54:23,13:54:23,2.751,29
GetAllJSON,13:54:24,13:54:24,4.849,30
GetAllPostgreSQL,13:55:30,13:55:30,3.853,1
GetAllPostgreSQL,09:17:39,09:17:39,5.143,2
GetAllPostgreSQL,09:19:10,09:19:10,2.489,3
GetAllPostgreSQL,09:20:05,09:20:05,4.075,4
GetAllPostgreSQL,09:21:50,09:21:50,3.126,5
GetAllPostgreSQL,09:21:51,09:21:51,2.501,6
GetAllPostgreSQL,09:21:52,09:21:52,3.031,7
GetAllPostgreSQL,09:21:54,09:21:54,3.478,8
GetAllPostgreSQL,09:21:55,09:21:55,2.808,9
GetAllPostgreSQL,09:21:57,09:21:57,2.882,10
GetAllPostgreSQL,09:21:58,09:21:58,3.179,11
GetAllPostgreSQL,09:21:59,09:21:59,2.822,12
GetAllPostgreSQL,09:22:00,09:22:00,2.837,13
GetAllPostgreSQL,09:22:01,09:22:01,3.106,14
GetAllPostgreSQL,09:22:02,09:22:02,3.548,15
GetAllPostgreSQL,09:22:03,09:22:03,2.550,16
GetAllPostgreSQL,09:22:05,09:22:05,4.975,17
GetAllPostgreSQL,09:22:06,09:22:06,3.089,18
GetAllPostgreSQL,09:22:08,09:22:08,5.233,19
GetAllPostgreSQL,09:22:09,09:22:09,3.236,20
GetAllPostgreSQL,09:22:10,09:22:10,3.235,21
GetAllPostgreSQL,09:22:11,09:22:11,2.394,22
GetAllPostgreSQL,09:22:12,09:22:12,3.003,23
GetAllPostgreSQL,09:22:13,09:22:13,3.101,24
GetAllPostgreSQL,09:22:14,09:22:14,2.648,25
GetAllPostgreSQL,09:22:15,09:22:15,3.319,26
GetAllPostgreSQL,09:22:16,09:22:16,3.162,27
GetAllPostgreSQL,09:22:17,09:22:17,2.695,28
GetAllPostgreSQL,09:22:18,09:22:18,2.564,29
GetAllPostgreSQL,09:22:19,09:22:19,2.396,30
GetByEmailJSON,12:59:49,12:59:49,3.585,1
GetByEmailJSON,12:59:50,12:59:50,2.564,2
GetByEmailJSON,12:59:52,12:59:52,2.791,3
GetByEmailJSON,12:59:53,12:59:53,3.283,4
GetByEmailJSON,12:59:54,12:59:54,2.699,5
GetByEmailJSON,12:59:55,12:59:56,6.535,6
GetByEmailJSON,12:59:57,12:59:57,2.500,7
GetByEmailJSON,12:59:58,12:59:58,3.162,8
GetByEmailJSON,12:59:59,12:59:59,2.801,9
GetByEmailJSON,13:00:00,13:00:00,3.276,10
GetByEmailJSON,13:00:02,13:00:02,4.303,11
GetByEmailJSON,13:00:03,13:00:03,3.231,12
GetByEmailJSON,13:00:04,13:00:04,4.387,13
GetByEmailJSON,13:00:06,13:00:06,2.476,14
GetByEmailJSON,13:00:07,13:00:07,3.813,15
GetByEmailJSON,13:00:08,13:00:08,2.367,16
GetByEmailJSON,13:00:09,13:00:09,3.535,17
GetByEmailJSON,13:00:10,13:00:10,4.241,18
GetByEmailJSON,13:00:11,13:00:11,6.020,19
GetByEmailJSON,13:00:13,13:00:13,4.086,20
GetByEmailJSON,13:00:14,13:00:14,2.909,21
GetByEmailJSON,13:00:16,13:00:16,4.670,22
GetByEmailJSON,13:00:17,13:00:17,2.757,23
GetByEmailJSON,13:00:19,13:00:19,3.349,24
GetByEmailJSON,13:00:20,13:00:20,2.644,25
GetByEmailJSON,13:00:21,13:00:21,4.353,26
GetByEmailJSON,13:00:22,13:00:22,3.517,27
GetByEmailJSON,13:00:23,13:00:23,3.574,28
GetByEmailJSON,13:00:24,13:00:24,5.578,29
GetByEmailJSON,13:00:26,13:00:26,3.594,30
GetByEmailPostgreSQL,09:18:26,09:18:26,2.852,1
GetByEmailPostgreSQL,09:18:27,09:18:27,2.748,2
GetByEmailPostgreSQL,09:18:29,09:18:29,2.755,3
GetByEmailPostgreSQL,09:18:30,09:18:30,3.292,4
GetByEmailPostgreSQL,09:18:32,09:18:32,2.586,5
GetByEmailPostgreSQL,09:18:33,09:18:33,2.728,6
GetByEmailPostgreSQL,09:18:35,09:18:35,3.113,7
GetByEmailPostgreSQL,09:18:36,09:18:36,3.140,8
GetByEmailPostgreSQL,09:18:37,09:18:37,2.637,9
GetByEmailPostgreSQL,09:18:39,09:18:39,2.655,10
GetByEmailPostgreSQL,09:18:40,09:18:40,2.494,11
GetByEmailPostgreSQL,09:18:41,09:18:41,2.372,12
GetByEmailPostgreSQL,09:18:43,09:18:43,2.809,13
GetByEmailPostgreSQL,09:18:44,09:18:44,2.647,14
GetByEmailPostgreSQL,09:18:45,09:18:45,2.944,15
GetByEmailPostgreSQL,09:18:46,09:18:46,2.701,16
GetByEmailPostgreSQL,09:18:48,09:18:48,2.602,17
GetByEmailPostgreSQL,09:18:49,09:18:49,2.691,18
GetByEmailPostgreSQL,09:18:50,09:18:50,3.690,19
GetByEmailPostgreSQL,09:18:52,09:18:52,2.897,20
GetByEmailPostgreSQL,09:18:53,09:18:53,2.705,21
GetByEmailPostgreSQL,09:18:54,09:18:54,2.742,22
GetByEmailPostgreSQL,09:18:56,09:18:56,3.554,23
GetByEmailPostgreSQL,09:18:57,09:18:57,2.846,24
GetByEmailPostgreSQL,09:18:58,09:18:58,2.297,25
GetByEmailPostgreSQL,09:18:59,09:18:59,2.274,26
GetByEmailPostgreSQL,09:19:01,09:19:01,2.556,27
GetByEmailPostgreSQL,09:19:02,09:19:02,2.898,28
GetByEmailPostgreSQL,09:19:03,09:19:03,2.604,29
GetByEmailPostgreSQL,09:19:04,09:19:04,2.369,30
GetByGenderJSON,13:00:30,13:00:30,3.847,1
GetByGenderJSON,13:00:31,13:00:31,2.764,2
GetByGenderJSON,13:00:32,13:00:32,2.458,3
GetByGenderJSON,13:00:33,13:00:33,3.316,4
GetByGenderJSON,13:00:35,13:00:35,3.343,5
GetByGenderJSON,13:00:36,13:00:36,3.123,6
GetByGenderJSON,13:00:37,13:00:37,2.703,7
GetByGenderJSON,13:00:38,13:00:38,3.934,8
GetByGenderJSON,13:00:40,13:00:40,2.897,9
GetByGenderJSON,13:00:41,13:00:41,2.879,10
GetByGenderJSON,13:00:43,13:00:43,2.185,11
GetByGenderJSON,13:00:44,13:00:44,3.852,12
GetByGenderJSON,13:00:46,13:00:46,2.745,13
GetByGenderJSON,13:00:47,13:00:47,2.891,14
GetByGenderJSON,13:00:48,13:00:48,4.412,15
GetByGenderJSON,13:00:50,13:00:50,3.755,16
GetByGenderJSON,13:00:51,13:00:51,2.728,17
GetByGenderJSON,13:00:53,13:00:53,2.616,18
GetByGenderJSON,13:00:54,13:00:54,4.820,19
GetByGenderJSON,13:00:55,13:00:55,2.741,20
GetByGenderJSON,13:00:57,13:00:57,2.863,21
GetByGenderJSON,13:00:58,13:00:58,3.494,22
GetByGenderJSON,13:01:00,13:01:00,3.140,23
GetByGenderJSON,13:01:01,13:01:01,4.633,24
GetByGenderJSON,13:01:02,13:01:02,2.820,25
GetByGenderJSON,13:01:03,13:01:03,4.611,26
GetByGenderJSON,13:01:05,13:01:05,3.424,27
GetByGenderJSON,13:01:06,13:01:06,5.268,28
GetByGenderJSON,13:01:07,13:01:07,3.648,29
GetByGenderJSON,13:01:15,13:01:15,4.330,30
GetByGenderPostgreSQL,09:19:07,09:19:07,1.802,1
GetByGenderPostgreSQL,09:19:08,09:19:08,1.676,2
GetByGenderPostgreSQL,09:19:09,09:19:09,2.814,3
GetByGenderPostgreSQL,09:19:13,09:19:13,1.315,4
GetByGenderPostgreSQL,09:19:14,09:19:14,1.734,5
GetByGenderPostgreSQL,09:19:15,09:19:15,1.652,6
GetByGenderPostgreSQL,09:19:17,09:19:17,1.171,7
GetByGenderPostgreSQL,09:19:18,09:19:18,1.887,8
GetByGenderPostgreSQL,09:19:19,09:19:19,1.706,9
GetByGenderPostgreSQL,09:19:21,09:19:21,1.584,10
GetByGenderPostgreSQL,09:19:22,09:19:22,1.645,11
GetByGenderPostgreSQL,09:19:24,09:19:24,2.733,12
GetByGenderPostgreSQL,09:19:25,09:19:25,2.300,13
GetByGenderPostgreSQL,09:19:26,09:19:26,2.476,14
GetByGenderPostgreSQL,09:19:28,09:19:28,1.647,15
GetByGenderPostgreSQL,09:19:29,09:19:29,1.802,16
GetByGenderPostgreSQL,09:20:08,09:20:08,2.289,17
GetByGenderPostgreSQL,09:20:10,09:20:10,1.737,18
GetByGenderPostgreSQL,09:20:11,09:20:11,2.284,19
GetByGenderPostgreSQL,09:20:12,09:20:12,1.444,20
GetByGenderPostgreSQL,09:20:14,09:20:14,1.687,21
GetByGenderPostgreSQL,09:20:16,09:20:16,3.192,22
GetByGenderPostgreSQL,09:20:17,09:20:17,1.984,23
GetByGenderPostgreSQL,09:20:18,09:20:18,1.650,24
GetByGenderPostgreSQL,09:20:20,09:20:20,1.268,25
GetByGenderPostgreSQL,09:20:21,09:20:21,1.670,26
GetByGenderPostgreSQL,09:20:22,09:20:22,1.671,27
GetByGenderPostgreSQL,09:20:24,09:20:24,1.572,28
GetByGenderPostgreSQL,09:20:25,09:20:25,1.264,29
GetByGenderPostgreSQL,09:20:26,09:20:26,1.594,30
GetByIDJSON,13:03:08,13:03:08,2.839,1
GetByIDJSON,13:03:12,13:03:12,4.756,2
GetByIDJSON,13:03:33,13:03:33,4.056,3
GetByIDJSON,13:04:03,13:04:03,2.384,4
GetByIDJSON,13:04:10,13:04:10,3.257,5
GetByIDJSON,13:04:14,13:04:14,3.942,6
GetByIDJSON,13:04:21,13:04:21,3.094,7
GetByIDJSON,13:09:19,13:09:19,3.358,8
GetByIDJSON,13:09:29,13:09:29,4.417,9
GetByIDJSON,13:09:37,13:09:37,3.932,10
GetByIDJSON,13:32:00,13:32:00,3.183,11
GetByIDJSON,13:32:10,13:32:10,2.152,12
GetByIDJSON,13:32:59,13:32:59,3.555,13
GetByIDJSON,13:33:06,13:33:06,3.869,14
GetByIDJSON,13:33:32,13:33:32,3.829,15
GetByIDJSON,13:34:20,13:34:20,4.912,16
GetByIDJSON,13:51:54,13:51:54,3.073,17
GetByIDJSON,13:52:00,13:52:00,2.277,18
GetByIDJSON,13:52:07,13:52:07,3.078,19
GetByIDJSON,13:52:17,13:52:17,2.174,20
GetByIDJSON,13:52:22,13:52:22,2.716,21
GetByIDJSON,13:52:29,13:52:29,3.791,22
GetByIDJSON,13:52:34,13:52:34,3.324,23
GetByIDJSON,13:52:39,13:52:39,3.746,24
GetByIDJSON,13:52:44,13:52:44,3.591,25
GetByIDJSON,13:52:49,13:52:49,3.096,26
GetByIDJSON,13:53:00,13:53:00,3.582,27
GetByIDJSON,13:53:05,13:53:05,3.675,28
GetByIDJSON,13:53:27,13:53:27,4.499,29
GetByIDJSON,13:53:33,13:53:33,3.897,30
GetByIDPostgreSQL,09:22:51,09:22:51,1.035,1
GetByIDPostgreSQL,09:22:54,09:22:54,0.507,2
GetByIDPostgreSQL,09:22:58,09:22:58,0.505,3
GetByIDPostgreSQL,09:23:05,09:23:05,0.000,4
GetByIDPostgreSQL,09:23:09,09:23:09,0.507,5
GetByIDPostgreSQL,09:23:12,09:23:12,0.000,6
GetByIDPostgreSQL,09:23:16,09:23:16,0.507,7
GetByIDPostgreSQL,09:24:04,09:24:04,0.506,8
GetByIDPostgreSQL,09:24:08,09:24:08,0.510,9
GetByIDPostgreSQL,09:24:12,09:24:12,0.575,10
GetByIDPostgreSQL,09:24:15,09:24:15,0.505,11
GetByIDPostgreSQL,09:24:18,09:24:18,0.510,12
GetByIDPostgreSQL,09:24:22,09:24:22,0.507,13
GetByIDPostgreSQL,09:24:28,09:24:28,0.506,14
GetByIDPostgreSQL,09:24:31,09:24:31,0.506,15
GetByIDPostgreSQL,09:24:35,09:24:35,0.570,16
GetByIDPostgreSQL,09:24:38,09:24:38,0.515,17
GetByIDPostgreSQL,09:24:45,09:24:45,0.598,18
GetByIDPostgreSQL,09:24:49,09:24:49,0.507,19
GetByIDPostgreSQL,09:25:40,09:25:40,0.505,20
GetByIDPostgreSQL,09:25:43,09:25:43,0.506,21
GetByIDPostgreSQL,09:25:45,09:25:45,0.000,22
GetByIDPostgreSQL,09:25:48,09:25:48,0.508,23
GetByIDPostgreSQL,09:25:52,09:25:52,0.505,24
GetByIDPostgreSQL,09:25:55,09:25:55,0.000,25
GetByIDPostgreSQL,09:25:58,09:25:58,0.507,26
GetByIDPostgreSQL,09:26:01,09:26:01,0.504,27
GetByIDPostgreSQL,09:26:05,09:26:05,0.600,28
GetByIDPostgreSQL,09:26:08,09:26:08,0.000,29
GetByIDPostgreSQL,09:26:11,09:26:11,0.532,30
GetByNameJSON,12:59:05,12:59:05,4.007,1
GetByNameJSON,12:59:08,12:59:08,3.782,2
GetByNameJSON,12:59:09,12:59:09,3.868,3
GetByNameJSON,12:59:11,12:59:11,3.637,4
GetByNameJSON,12:59:12,12:59:12,3.976,5
GetByNameJSON,12:59:14,12:59:14,3.230,6
GetByNameJSON,12:59:15,12:59:15,3.351,7
GetByNameJSON,12:59:16,12:59:16,2.875,8
GetByNameJSON,12:59:18,12:59:18,3.527,9
GetByNameJSON,12:59:19,12:59:19,3.047,10
GetByNameJSON,12:59:20,12:59:20,4.827,11
GetByNameJSON,12:59:22,12:59:22,3.256,12
GetByNameJSON,12:59:23,12:59:23,4.352,13
GetByNameJSON,12:59:25,12:59:25,3.208,14
GetByNameJSON,12:59:26,12:59:26,3.515,15
GetByNameJSON,12:59:27,12:59:27,3.631,16
GetByNameJSON,12:59:28,12:59:28,4.214,17
GetByNameJSON,12:59:30,12:59:30,3.218,18
GetByNameJSON,12:59:31,12:59:31,3.717,19
GetByNameJSON,12:59:32,12:59:32,2.364,20
GetByNameJSON,12:59:33,12:59:33,2.786,21
GetByNameJSON,12:59:35,12:59:35,4.687,22
GetByNameJSON,12:59:36,12:59:36,3.374,23
GetByNameJSON,12:59:37,12:59:37,3.310,24
GetByNameJSON,12:59:39,12:59:39,3.593,25
GetByNameJSON,12:59:40,12:59:40,3.471,26
GetByNameJSON,12:59:41,12:59:41,4.435,27
GetByNameJSON,12:59:42,12:59:42,3.619,28
GetByNameJSON,12:59:44,12:59:44,3.496,29
GetByNameJSON,12:59:45,12:59:45,3.142,30
GetByNamePostgreSQL,09:17:43,09:17:43,3.250,1
GetByNamePostgreSQL,09:17:44,09:17:44,2.150,2
GetByNamePostgreSQL,09:17:46,09:17:46,2.081,3
GetByNamePostgreSQL,09:17:47,09:17:47,2.096,4
GetByNamePostgreSQL,09:17:49,09:17:49,2.225,5
GetByNamePostgreSQL,09:17:50,09:17:50,2.055,6
GetByNamePostgreSQL,09:17:52,09:17:52,1.071,7
GetByNamePostgreSQL,09:17:53,09:17:53,1.514,8
GetByNamePostgreSQL,09:17:55,09:17:55,1.514,9
GetByNamePostgreSQL,09:17:56,09:17:56,2.216,10
GetByNamePostgreSQL,09:17:57,09:17:57,2.103,11
GetByNamePostgreSQL,09:17:59,09:17:59,2.194,12
GetByNamePostgreSQL,09:18:00,09:18:00,2.043,13
GetByNamePostgreSQL,09:18:02,09:18:02,2.510,14
GetByNamePostgreSQL,09:18:03,09:18:03,1.513,15
GetByNamePostgreSQL,09:18:05,09:18:05,2.077,16
GetByNamePostgreSQL,09:18:06,09:18:06,2.091,17
GetByNamePostgreSQL,09:18:07,09:18:07,2.029,18
GetByNamePostgreSQL,09:18:09,09:18:09,1.730,19
GetByNamePostgreSQL,09:18:10,09:18:10,2.114,20
GetByNamePostgreSQL,09:18:12,09:18:12,2.041,21
GetByNamePostgreSQL,09:18:13,09:18:13,2.132,22
GetByNamePostgreSQL,09:18:14,09:18:14,2.041,23
GetByNamePostgreSQL,09:18:16,09:18:16,1.516,24
GetByNamePostgreSQL,09:18:17,09:18:17,1.763,25
GetByNamePostgreSQL,09:18:19,09:18:19,1.510,26
GetByNamePostgreSQL,09:18:20,09:18:20,2.055,27
GetByNamePostgreSQL,09:18:21,09:18:21,1.509,28
GetByNamePostgreSQL,09:18:23,09:18:23,2.205,29
GetByNamePostgreSQL,09:18:24,09:18:24,2.401,30
InsertJSON,12:57:27,12:57:27,0.965,1
InsertJSON,09:28:11,09:28:11,1.607,2
InsertJSON,09:36:06,09:36:06,1.694,3
InsertJSON,09:36:16,09:36:16,1.740,4
InsertJSON,09:36:53,09:36:53,1.710,5
InsertJSON,09:37:00,09:37:00,1.264,6
InsertJSON,09:37:07,09:37:07,1.806,7
InsertJSON,09:37:23,09:37:23,1.160,8
InsertJSON,09:37:30,09:37:30,1.154,9
InsertJSON,09:37:43,09:37:43,0.629,10
InsertJSON,09:37:50,09:37:50,43.087,11
InsertJSON,09:38:01,09:38:01,1.298,12
InsertJSON,09:38:08,09:38:08,1.118,13
InsertJSON,09:38:19,09:38:19,1.042,14
InsertJSON,09:38:26,09:38:26,1.137,15
InsertJSON,09:39:06,09:39:06,1.351,16
InsertJSON,09:39:13,09:39:13,1.066,17
InsertJSON,09:39:20,09:39:20,1.608,18
InsertJSON,09:39:27,09:39:27,1.798,19
InsertJSON,09:39:39,09:39:39,3.194,20
InsertJSON,09:40:03,09:40:03,1.014,21
InsertJSON,09:40:12,09:40:12,1.707,22
InsertJSON,09:40:20,09:40:20,1.242,23
InsertJSON,09:40:55,09:40:55,2.455,24
InsertJSON,09:41:08,09:41:08,1.233,25
InsertJSON,09:41:22,09:41:22,1.110,26
InsertJSON,09:41:35,09:41:35,1.282,27
InsertJSON,09:41:44,09:41:44,1.081,28
InsertJSON,09:42:46,09:42:46,1.431,29
InsertJSON,09:42:53,09:42:53,1.859,30
InsertPostgreSQL,12:57:27,12:57:27,16.754,1
InsertPostgreSQL,09:28:11,09:28:11,19.443,2
InsertPostgreSQL,09:36:06,09:36:06,28.820,3
InsertPostgreSQL,09:36:16,09:36:16,20.276,4
InsertPostgreSQL,09:36:53,09:36:53,13.046,5
InsertPostgreSQL,09:37:00,09:37:00,13.380,6
InsertPostgreSQL,09:37:07,09:37:07,14.361,7
InsertPostgreSQL,09:37:23,09:37:23,14.355,8
InsertPostgreSQL,09:37:30,09:37:30,11.484,9
InsertPostgreSQL,09:37:43,09:37:43,10.955,10
InsertPostgreSQL,09:37:50,09:37:50,11.291,11
InsertPostgreSQL,09:38:01,09:38:01,11.657,12
InsertPostgreSQL,09:38:08,09:38:08,11.820,13
InsertPostgreSQL,09:38:19,09:38:19,15.530,14
InsertPostgreSQL,09:38:26,09:38:26,13.003,15
InsertPostgreSQL,09:39:06,09:39:06,11.649,16
InsertPostgreSQL,09:39:13,09:39:13,13.416,17
InsertPostgreSQL,09:39:20,09:39:20,12.566,18
InsertPostgreSQL,09:39:27,09:39:27,12.887,19
InsertPostgreSQL,09:39:39,09:39:39,11.907,20
InsertPostgreSQL,09:40:03,09:40:03,13.600,21
InsertPostgreSQL,09:40:12,09:40:12,15.890,22
InsertPostgreSQL,09:40:20,09:40:20,12.268,23
InsertPostgreSQL,09:40:55,09:40:55,11.715,24
InsertPostgreSQL,09:41:08,09:41:08,12.117,25
InsertPostgreSQL,09:41:22,09:41:22,13.278,26
InsertPostgreSQL,09:41:35,09:41:35,10.983,27
